manager_id,manager_name,type,style,strategy,sector,website,email_1,email_2,phone_1,email_score,contact_name,contact_title,confidence,source,status,notes,last_checked
4201,ALLX Capital Markets,CTA,Systematic,Short Term,Commodity,https://allxgroup.com,info@allxcapital.com,,+44 20 7946 0283,40,,,medium,"Gemini:URL, Gemini:Contacts",Needs Review,Trustpilot.com search result,2026-06-28
207,AlphaBee Asset Management,CTA,Fund of Funds,Diversified,Global,https://www.alphabee.fund,fg@alphabee-am.com,,,20,Frederic Guibaud,,high,"Gemini:URL, Gemini:Contacts",Needs Review,Hedgeweek.com directory for AlphaBee Asset Management,2026-06-28
208,Alphabeth Quant,Crypto,Discretionary,Crypto LS,Global,https://alphabetquant.com,contact@alphabetquant.com,,+6017 251 1696,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Company website (alphabetquant.com/contact-us/),2026-06-28
209,AlphaCentric Advisors,CTA,Systematic,Option Writer,Equity,https://www.alphacentricfunds.com,info@alphacentricfunds.com,,8556743863,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,AlphaCentric Funds official website,2026-06-28
213,AlphaSimplex Group,CTA,Systematic,Trend Following,Global,https://www.alphasimplex.com,,,860-503-1382,0,,,medium,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,Virtus Investment Partners (affiliated with AlphaSimplex Group) official website,2026-06-28
3701,Alphemy Capital SA,Crypto,Discretionary,Digital Asset Allocator,Global,https://alphemy.capital,investor.relations@alphemy.capital,info@alphemy.capital,,70,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,"Alphemy Capital official website (alphemy.capital), found under 'Contact Us' or 'Inquiries' section. Address: Passage des lions 6, 1204 Geneva, Switzerland.",2026-06-28
230,Altegris Advisors,CTA,Fund of Funds,Diversified,Global,,info@altegris.com,,1-800-828-5225,40,General Inquiries,,high,Gemini:Contacts,Needs Review,Altegris official website (altegris.com),2026-06-28
233,Alternative Capital Advisors,CTA,Discretionary,Fundamental,Agricultural,https://www.altcapinvestments.com,,,,0,,,medium,Gemini:URL,No Reliable Contact Found,"Alternative Capital Investments official website contact page: https://www.altcapinvestments.com/contact/ (lists physical address: 180 Sylvan Avenue Englewood Cliffs NJ 07632, but no email or phone number publicly available on this page or the main website.)",2026-06-28
234,Alternative Equity Partners,Hedge Fund,Fund of Funds,Diversified,Global,,finance@aequity.dk,,,20,Morten Therkildsen,CEO,high,Gemini:Contacts,Needs Review,"Private Equity International website (privateequityinternational.com), company website (aequity.dk)",2026-06-28
236,Alternative Liquid Fund,Hedge Fund,Fund of Funds,Diversified,Sidepocket,,,,,0,,,low,None,No Reliable Contact Found,Could not perform web searches to find information.,2026-06-28
250,Amber Capital,Equity LS,Discretionary,Fundamental,Global,,,,,0,,,low,None,No Reliable Contact Found,"Web search timed out, unable to retrieve information.",2026-06-28
252,Amber Infrastructure Group,Infrastructure,Discretionary,PPP,Global,,,,,0,,,,None,No Reliable Contact Found,,2026-06-28
3772,Ambrus Capital Management,CTA,Discretionary,Multi Strategy,Volatility,,,,,0,,,,None,No Reliable Contact Found,,2026-06-28
256,Amedeo,Private Equity,Discretionary,Diversified,Aircraft,,,,,0,,,low,None,No Reliable Contact Found,"Web search timed out, could not retrieve information.",2026-06-28
264,AMFA Capital Management,CTA,Systematic,Fundamental,Global,,info@amfallc.com,,475-544-9706,40,,,medium,Gemini:Contacts,Needs Review,AMFA Capital Management business profile on Alignable.com,2026-06-28
266,Amina Group,Crypto,Discretionary,Digital Asset Allocator,Global,https://aminagroup.com,client.services@aminagroup.com,,+852 3679 3249,70,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,"Amina Group official website contact page (aminagroup.com/contact/) - United Arab Emirates office. Other regional contacts also available for Switzerland (+41 41 552 43 00), Hong Kong ([email protected], +852 3679 3249), and Austria ([email protected]).",2026-06-28
271,Amundi,Fixed Income,Discretionary,Fundamental,Global,https://www.amundi.com,investor.relations@amundi.com,,+33 (0)1 76 32 62 67,70,Cyril MEILLAND,Investor Relations,high,"Gemini:URL, Gemini:Contacts",Verified,Amundi Investor Relations page (about.amundi.com/calendar-contacts) and Private Equity International,2026-06-28
4000,Analog Century Management,Equity LS,Discretionary,Fundamental,Technology,https://www.analogcm.com,rharley@analogcm.com,,646-502-3298,60,Rob Harley,Director of Marketing,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Analog Century Management official website,2026-06-28
4112,Ananda Asset Management,Equity LS,Discretionary,Fundamental,Global,https://www.ananda-am.com,info@ananda-am.com,,,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Ananda Asset Management official website (https://www.ananda-am.com/),2026-06-28
276,Anchor Capital,Equity LS,Systematic,Technical,US,https://anchorcapital.com,info@anchorcapital.com,,(617) 338-3800,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,SEC Form ADV (2024) on anchorcapital.com,2026-06-28
280,Ancora Advisors,Event Driven,Discretionary,Fundamental,Global,https://ancora.net,,,216-825-4000,0,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,Ancora website (ancora.net/disclosures/),2026-06-28
281,Anderson Creek Trading,CTA,Systematic,Trend Following,Global,https://andersoncreekcta.com,,,+1 775-298-5083,0,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,Company website: https://andersoncreekcta.com/contact/,2026-06-28
4453,Annapurna,CTA,Discretionary,Fundamental,Global,http://www.annapurnafunds.com,info@annapurnafunds.com,,575-776-4330,80,,,medium,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,"Crunchbase profile for Annapurna Capital Management, which is the General Partner of Annapurna Funds, and matches the official website domain.",2026-06-28
3680,Antaurus,Equity LS,Discretionary,Fundamental,Technology,https://antaurus.nl,info@antaurus.nl,,+31207059530,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Antaurus official website,2026-06-28
293,Antiloop,CTA,Discretionary,Fundamental,Global,,info@antiloophedge.com,,,40,,,medium,Gemini:Contacts,Needs Review,Official company website (antiloophedge.com) via web search snippet,2026-06-28
295,AP Futures,CTA,Discretionary,Fundamental,Volatility,https://www.apfuturesllc.com,,,+1 (312) 881-6900,0,,,high,"Gemini:URL, Gemini:Contacts",Needs Review,NeverBounce.com via web search,2026-06-28
297,Aperture,Fixed Income,Discretionary,Fundamental,Credit,https://apertureinvestors.com,gi-marketing@generali-invest.com,,(212) 521-5180,20,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,Aperture Investors official website contact page: https://apertureinvestors.com/contact,2026-06-28
3939,Apis Capital Advisors,Equity LS,Discretionary,Fundamental,Global,https://apiscapital.com,ir@apiscapital.com,,+12034096301,80,Will Dombrowski,Director of Marketing & Client Relations,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Official company website (apiscapital.com/ and privacy-policy page) and web search results,2026-06-28
302,Apollo Capital Management Pty,Crypto,Discretionary,Crypto LS,Global,https://apollocrypto.com,,,,0,Henrik Andersson,Chief Investment Officer,medium,Gemini:URL,No Reliable Contact Found,"Apollo Capital Management Pty official website (apollocrypto.com) - Contact form available, direct email/phone not found. Contact name and title from 'The Apollo Crypto Team' section.",2026-06-28
4501,Apollo Multi Asset Management,Hedge Fund,Fund of Funds,Diversified,Global,https://www.apollomam.co.uk,info@apollomam.co.uk,,+44 (0) 20 3291 2916,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Official company website: apollomam.co.uk/contact-us/,2026-06-28
308,AQR Capital Management,Market Neutral,Systematic,Multi Strategy,Global,https://www.aqr.com,,,+1 203.742.3600,0,,,medium,"Gemini:URL, Gemini:Contacts",Needs Review,AMG.com affiliate page for AQR Capital Management and AQR Capital Management's official website. AQR's website also has a contact form.,2026-06-28
310,Aquaeductus Capital As,Equity LS,Discretionary,Value,Global,,fmg-info@akj.com,,+47 220 49 292,20,,,medium,Gemini:Contacts,Needs Review,"AKJ FMG Limited website and AKJ Global Offices page, which lists 'Aquaeductus' as a nominated fund managed by AKJ FMG Limited in Norway.",2026-06-28
311,Aquantum,CTA,Systematic,Market Neutral,Energy,https://www.aquantumgroup.com,contact@aquantumgroup.com,,+49 89383774431,80,Jochen Mirth,Partner & CFO,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,"ZoomInfo.com, AlphaMaven.com",2026-06-28
4001,Aravali Asset Management,Fixed Income,Discretionary,Market Neutral,Credit,https://www.aravaliasset.com,ir@aravaliasset.com,,,80,,,high,"Gemini:URL, Gemini:Contacts",Verified,Aravali Asset Management official website,2026-06-28
319,Arca Investment Management,Crypto,Discretionary,Digital Asset Allocator,Global,https://www.arcalabs.com,info@arcalabs.com,,424) 400-7444,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Arca Labs official website (arcalabs.com/contact).,2026-06-28
4002,Archon Capital Management,Equity LS,Discretionary,Fundamental,Global,https://archon.capital,support@example.com,info@archon.capital,+12064363600,20,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,Archon Capital Management official website: https://archoncapitalmanagement.com/,2026-06-28
336,Ardea,Fixed Income,Discretionary,Market Neutral,Global,https://www.ardea.com.au,christopher.bauer@fidante.com.au,info@ardea.com.au,+61 2 8023 5428,30,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,"Ardea Investment Management official website, Contact Us page",2026-06-28
3673,Arena Digital Capital Management,Crypto,Fund of Funds,Crypto LS,Global,https://www.arenadigital.capital,info@arenadigital.capital,ir@arenadigital.capital,,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Company website,2026-06-28
3791,Argo Capital Management,Fixed Income,Discretionary,Fundamental,Emerging,https://argogrouplimited.com,,,+44 2070167660,0,,,high,"Gemini:URL, Gemini:Contacts",Needs Review,ZoomInfo.com and Argo Group Limited official website,2026-06-28
340,Argonaut,Equity LS,Discretionary,Fundamental,Global,https://www.argonautcapital.co.uk,,,+4402070879270,0,,,medium,"Gemini:URL, WebScrape",Needs Review,Companies House (registered office address); Argonaut Capital Partners LLP official website (no direct contact info found after multiple attempts to fetch and search).,2026-06-28
4011,Armington Capital,CTA,Systematic,Multi Strategy,Global,https://armingtoncapital.com,information@armingtoncapital.com,,,60,Jared Dillian (Founder and Principal),,low,"Gemini:URL, WebScrape",Verified,"Armington Capital, LLC official website: https://armingtoncapital.com/",2026-06-28
356,Artemis Capital Management,Equity LS,Discretionary,Fundamental,Global,,,,,0,,,low,None,No Reliable Contact Found,No publicly available contact information found after extensive web searches.,2026-06-28
3977,Asgard Asset Management,Fixed Income,Discretionary,Market Neutral,Global,,,,,0,,,low,None,No Reliable Contact Found,No publicly available contact information found for Asgard Asset Management after multiple web searches.,2026-06-28
368,Asilo Asset Management,LongOnly,Discretionary,Value,Equity,,,,,0,,,low,None,No Reliable Contact Found,No publicly available contact information found after extensive web search.,2026-06-28
370,Aspect Capital Limited,CTA,Systematic,Multi Strategy,Global,,,,,0,,,low,None,No Reliable Contact Found,Unable to perform web searches due to a tool error. No information could be retrieved.,2026-06-28
375,Aspiriant,Hedge Fund,Fund of Funds,Diversified,Global,,info@aspiriant.com,,+14153717800,40,Cammie Doder (for media inquiries),,high,Gemini:Contacts,Needs Review,Company website (aspiriant.com/contact/),2026-06-28
376,Assenagon,Hedge Fund,Discretionary,Option Strategy,Volatility,https://www.assenagon.com,sales@assenagon.com,,+49 89 519966-400,60,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Assenagon official website - contact page,2026-06-28
377,Asset Advisor,Hedge Fund,Discretionary,Multi Strategy,Global,,,,,0,,,low,None,No Reliable Contact Found,Unable to perform web search due to persistent timeouts.,2026-06-28
4082,Asset Management One (AMO),RiskPremia,Systematic,Diversified,Global,,,,,0,,,low,None,No Reliable Contact Found,Could not retrieve information due to web search timeouts.,2026-06-28
4025,Astaris Capital Management,Event Driven,Discretionary,Fundamental,Global,,,,,0,,,,None,No Reliable Contact Found,,2026-06-28
3855,Astignes Capital Asia,CTA,Discretionary,Fundamental,Asia,,,,,0,,,,None,No Reliable Contact Found,,2026-06-28
381,Astor,LongOnly,Systematic,Diversified,Global,,,,,0,,,,None,No Reliable Contact Found,,2026-06-28
4129,Astra Asset Management,Fixed Income,Discretionary,Fundamental,Credit,,,,,0,,,,None,No Reliable Contact Found,,2026-06-28
388,Asymmetry Active Performance,Crypto,Discretionary,Digital Asset Allocator,Global,,,,,0,,,,None,No Reliable Contact Found,,2026-06-28
389,Asymmetry Top40 Performance,Crypto,Discretionary,Digital Asset Allocator,Global,,,,,0,,,,None,No Reliable Contact Found,,2026-06-28
390,ATAC,AssetAllocation,Systematic,Diversified,Global,,,,,0,,,,None,No Reliable Contact Found,,2026-06-28
392,Athos,Event Driven,Discretionary,Fundamental,Asia,,,,,0,,,,None,No Reliable Contact Found,,2026-06-28
3684,Atitlan Asset Management,Crypto,Systematic,Market Neutral,Global,https://www.atitlanam.com,contact@yrd.capital,,,40,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,Atitlan Asset Management official website contact page: https://www.atitlanam.com/contact,2026-06-29
393,Atkins and Associates,CTA,Fund of Funds,Diversified,Currency,,,,+1-847-639-7830,0,Brian William Atkins,Owner,high,Gemini:Contacts,Needs Review,SEC Form ADV and web search snippets,2026-06-29
394,Atlant Fonder,Equity LS,Discretionary,Option Strategy,Nordic,https://www.atlantfonder.se,info@atlantfonder.se,,+46 72-238 94 55,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Atlant Fonder official website: https://www.atlantfonder.se,2026-06-29
396,Atlantic House,AssetAllocation,Discretionary,Diversified,Global,https://www.atlantichousegroup.com,pr@atlantichousegroup.com,info@atlantichousegroup.com,+442070430100,60,,Distribution Team,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Atlantic House Group official website (https://www.atlantichousegroup.com/),2026-06-29
399,Atlas,CTA,Discretionary,Fundamental,Global,https://www.atlascap.io,,,,0,,,low,Gemini:URL,No Reliable Contact Found,Official company website (atlascap.io) provides a contact form but no direct email or phone number.,2026-06-29
4440,Atomic Global Management,Crypto,Discretionary,Market Neutral,Global,https://www.atomic-digital.org,info@atomic-digital.org,,,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Atomic Digital official website,2026-06-29
408,AuAg Funds,LongOnly,Discretionary,Fundamental,ESG,https://www.auagfunds.com,info@auagfunds.com,,,80,Eric Strand,Fund Manager,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,company website,2026-06-29
420,Auspice Capital Advisors,CTA,Systematic,Trend Following,Global,https://www.auspicecapital.com,info@auspicecapital.com,,888.792.9291,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Auspice Capital Advisors official website,2026-06-29
3685,Avanto Capital,Hedge Fund,Discretionary,Fundamental,Global,https://www.avantocapital.no,post@avanto.com,,+47 481 39 922,20,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,Avanto Capital official website (avantocapital.no/home/contact.html),2026-06-29
433,Avenue Investments,Crypto,Fund of Funds,Crypto LS,Global,,investorrelations@avenuecapital.com,,+12128507500,40,Investor Relations,Investor Relations,high,Gemini:Contacts,Needs Review,"Avenue Capital Group official website (www.avenuecapital.com/Contact+Us and www.avenuecapital.com/Disclosures). Avenue Asia Capital Management, L.P. is part of Avenue Capital Group.",2026-06-29
435,AVM,CTA,Systematic,Fundamental,Global,,IR@avmcap.com,,(65) 6993 3374,20,,,high,Gemini:Contacts,Needs Review,Company website: avmcap.com,2026-06-29
438,Axa IM,Fixed Income,Discretionary,Fundamental,Cat Bond,https://funds.axa-im.com,whistleblowing@axa-im.com,julie.marie@axa-im.com,+33 1 44 45 96 62,20,AXA IM Alts Press Office,Press Contacts,medium,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,AXA IM Alts Press Release (PDF) - https://alts.axa-im.com/document/8799/view,2026-06-29
3822,Axiom Alternative Investments,CTA,Discretionary,Fundamental,Fixed Income,https://www.axiom-ai.com,dpo@axiom-ai.com,,,60,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Axiom Alternative Investments official website (https://www.axiom-ai.com/),2026-06-29
3821,Axiom International Investors,Equity LS,Discretionary,Fundamental,Global,https://axiominvestors.com,info@axiom-investors.com,,830 203-422-8000,40,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,Official company website (axiominvestors.com/contact/),2026-06-29
3940,Axonic Capital,Fixed Income,Discretionary,Fundamental,Credit,https://www.axoniccap.com,info@axoniccap.com,,212-259-0430,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Axonic Capital official website (axoniccap.com and axonicfunds.com contact pages).,2026-06-29
446,Azimut,Fixed Income,Discretionary,Fundamental,Global,https://www.azimut-group.com,alex.soppera@azimut.it,,+390288981,30,"Alex Soppera, Ph.D.",Head of Investor Relations,high,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,"Azimut Group investor relations website, Euronext, and press releases",2026-06-29
4061,Azure Tide Holdings,Crypto,Discretionary,Market Neutral,Global,https://www.aztide.com,contact@aztide.com,,,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Company website,2026-06-29
4151,Backhouse Trading,CTA,Discretionary,Fundamental,Global,,,,,0,Eric Lin,Portfolio Manager / CEO,low,None,No Reliable Contact Found,"IASG.com and other search results indicate Eric Lin as Portfolio Manager/CEO of Backhouse Trading, LLC, a CTA. No direct contact email or phone was found on publicly accessible websites like NFA or company sites.",2026-06-29
452,Bain Capital,Equity LS,Discretionary,Fundamental,ESG,https://www.baincapital.com,ir@baincapital.com,,+49-89244410700,80,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Verified,Bain Capital official website and corporateoffice.com,2026-06-29
3675,Bainbridge Partners,CTA,Systematic,Tail Protect,Equity,https://www.bainbridgepartners.com,,,+4402075901801,0,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,Company website: https://www.bainbridgepartners.com/contact/,2026-06-29
4198,Bald Eagle Capital Strategies,CTA,Systematic,Short Term,Equity,,,,,0,,,,None,No Reliable Contact Found,,2026-06-29
463,Bankhaus Lampe,Hedge Fund,Fund of Funds,Diversified,Global,https://www.bankhaus-lampe.de,info@hal-privatbank.com,,+49 211 95742 500,40,,,high,"Gemini:URL, Gemini:Contacts",Needs Review,Hauck Aufhäuser Lampe Privatbank AG Impressum page,2026-06-29
464,Banor,Equity LS,Discretionary,Fundamental,Global,https://www.banorcapital.com,,,+44 203 002 1860,0,,,high,"Gemini:URL, WebScrape, Gemini:Contacts",Needs Review,Banor Capital official website: https://www.banorcapital.com/en/contact-us/,2026-06-29
3656,Barclays Capital,Hedge Fund,Fund of Funds,Diversified,Global,https://www.ib.barclays,barclays.ir@barclays.com,,+44 20 7116 1000,30,Marina Shchukina,Head of Investor Relations,high,"Gemini:URL, Gemini:Contacts",Needs Review,Barclays Group Investor Relations website: https://home.barclays/contact-us/group/investor-relations/,2026-06-29
474,BASE Investments SICAV,Hedge Fund,Discretionary,Multi Strategy,Global,https://www.basesicav.lu,info@basesicav.lu,,+41 (0)91 910 71 11,80,,,high,"Gemini:URL, Gemini:Contacts",Verified,Official website: https://www.basesicav.lu/en/contacts/,2026-06-29
476,Bastiat Capital,CTA,Systematic,Trend Following,Global,,,,+1 972-267-2031,0,,,medium,Gemini:Contacts,Needs Review,"chamberofcommerce.com, cylex.us.com, bastiatcapital.com",2026-06-29
